Country,Survey,PopClass,FoodexL1,Metrics,NrConsumers,PercConsumers,Mean,STD,P5,P10,Median,P95,P97,P99
France,Individual and national study on food consumption 2,Very elderly,Starchy roots and tubers,A.01.000467,84,100.00,87.27,50.33,22.59,32.14,85.71,189.14,212.59,272.54
France,Individual and national study on food consumption 2,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,79,94.00,42.46,42.24,6.29,7.14,29.14,128.82,201.57,235.71
France,Individual and national study on food consumption 2,Very elderly,Fruit and fruit products,A.01.000544,80,95.20,206.58,126.03,29.07,66.82,190.14,460.8,537.36,612.29
France,Individual and national study on food consumption 2,Very elderly,Meat and meat products (including edible offal),A.01.000727,84,100.00,109.26,52.68,44.71,47.29,99.14,212.16,220.03,275.21
France,Individual and national study on food consumption 2,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,72,85.70,39.93,25.17,5.43,10,32.61,88.14,92.54,95.92
France,Individual and national study on food consumption 2,Very elderly,Milk and dairy products,A.01.000948,84,100.00,200.48,164.97,30.57,39.43,154.01,540,574.11,796.54
France,Individual and national study on food consumption 2,Very elderly,Eggs and egg products,A.01.001252,76,90.50,19.26,13.83,1.89,3.21,16.2,43.69,54.13,68.2
France,Individual and national study on food consumption 2,Very elderly,Sugar and confectionary,A.01.001267,78,92.90,11.33,14.33,0.3,0.78,6.46,38.93,50.57,92.3
France,Individual and national study on food consumption 2,Very elderly,Animal and vegetable fats and oils,A.01.001346,84,100.00,34.5,18.75,11.11,14.61,29.64,63.38,68.89,94.32
France,Individual and national study on food consumption 2,Very elderly,Fruit and vegetable juices,A.01.001394,28,33.30,68.85,60.78,0.29,0.43,50.57,200,207.14,207.14
France,Individual and national study on food consumption 2,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,78,92.90,308.41,203.73,60,66.67,267.29,771.43,972.86,994.29
France,Individual and national study on food consumption 2,Very elderly,Alcoholic beverages,A.01.001534,63,75.00,190.15,229.77,7.14,14.8,128.57,564.29,614.29,"1,500.00"
France,Individual and national study on food consumption 2,Very elderly,Drinking water (water without any additives except,A.01.001573,83,98.80,867.59,545.67,217.11,319,731.57,"2,016.38","2,057.14","2,852.00"
France,Individual and national study on food consumption 2,Very elderly,"Herbs, spices and condiments",A.01.001580,84,100.00,18.35,13.66,1.71,4.25,16.73,45.27,50.93,61.43
France,Individual and national study on food consumption 2,Very elderly,Products for special nutritional use,A.01.001748,1,1.20,378.57,0,378.57,378.57,378.57,378.57,378.57,378.57
France,Individual and national study on food consumption 2,Very elderly,Composite food (including frozen products),A.01.001789,3,3.60,15.24,10.84,3.57,3.57,17.14,25,25,25
France,Individual and national study on food consumption 2,Very elderly,"Snacks, desserts, and other foods",A.01.001877,57,67.90,33.95,72.57,0,0,14.29,85.71,192.86,514.29
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Grains and grain-based products,A.01.000001,651,100.00,169.38,62.69,73,93.96,163.92,274.82,302.15,354.2
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Vegetables and vegetable products (including fungi,A.01.000317,586,90.00,65.83,52.8,8.5,13.4,53.33,166.98,203.15,251.25
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Starchy roots and tubers,A.01.000467,611,93.90,68.02,42.7,14.05,22.5,60,154.83,175.75,193.65
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,"Legumes, nuts and oilseeds",A.01.000486,477,73.30,34.04,28.25,4.75,7.45,25,97.45,112.5,127.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Fruit and fruit products,A.01.000544,618,94.90,106.9,73.73,13.75,25,94.63,249,281.01,333.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Meat and meat products (including edible offal),A.01.000727,630,96.80,52.46,32.46,11.15,15,45.59,111.61,121.5,149.45
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,376,57.80,26.13,17.17,6.25,8.25,21.41,61.25,68.75,86.25
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Milk and dairy products,A.01.000948,648,99.50,288.21,177.65,56,79.38,254.72,632.09,708.8,814.75
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Eggs and egg products,A.01.001252,183,28.10,15.86,12.49,1.73,2.85,14.25,42.75,57,60
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Sugar and confectionary,A.01.001267,558,85.70,19.83,17.81,1.93,3.75,15.49,53.5,71,78.97
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Animal and vegetable fats and oils,A.01.001346,621,95.40,10.39,7.9,1.25,2.25,8.5,25.5,30.5,34.83
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Fruit and vegetable juices,A.01.001394,424,65.10,146.4,110.28,26.25,37.5,120.7,375,412.5,512.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,591,90.80,174.51,147.22,12.68,26.88,135,466.5,517.38,596.63
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Alcoholic beverages,A.01.001534,23,3.50,4.83,5.18,0.75,0.85,3.23,15.2,21.55,21.55
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Drinking water (water without any additives except,A.01.001573,638,98.00,403.96,314.11,69.75,113.13,347.81,882.5,"1,031.00","1,300.30"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,"Herbs, spices and condiments",A.01.001580,577,88.60,19.81,19.32,0.53,1.67,14.75,57.5,66.75,85.56
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Food for infants and small children,A.01.001715,26,4.00,50.88,158.51,0.5,1.5,6.25,150,807.5,807.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Products for special nutritional use,A.01.001748,126,19.40,23.81,77.61,0.25,0.5,1.8,125,200,252
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,Composite food (including frozen products),A.01.001789,615,94.50,82.34,61.4,10.7,18.08,70.15,189.05,241.05,298.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Other children,"Snacks, desserts, and other foods",A.01.001877,573,88.00,41.93,34.14,6.13,7.73,32.5,103.8,136.88,160
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Grains and grain-based products,A.01.000001,665,99.80,197.83,87.82,70.63,97.88,192.5,367.45,410.97,464.88
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,602,90.40,75.63,59.15,8.75,15,60,190,229.62,258.77
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Starchy roots and tubers,A.01.000467,625,93.80,95.66,56.93,25,34.5,86.25,207.5,234.17,261.25
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,404,60.70,40.6,41.56,5,7.5,27.28,118.2,146.25,170
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Fruit and fruit products,A.01.000544,503,75.50,81.98,68.94,7.5,16,62.7,219.5,280.85,320
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Meat and meat products (including edible offal),A.01.000727,642,96.40,79.5,47.37,15,25,72.65,172.06,201.75,224.13
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,282,42.30,33.21,22.29,9.33,11.75,28,75.88,95,126.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Milk and dairy products,A.01.000948,654,98.20,195.73,164.84,20,35.38,151.68,568,651.13,757.1
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Eggs and egg products,A.01.001252,180,27.00,18.98,15.78,1.56,2.5,14.25,45.25,57,85.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Sugar and confectionary,A.01.001267,580,87.10,26.99,23.86,2.5,4,20,69.46,83.06,127.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Animal and vegetable fats and oils,A.01.001346,612,91.90,11.5,9.59,1.25,2.5,9.21,28.62,36.5,51.55
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Fruit and vegetable juices,A.01.001394,370,55.60,176.69,143.37,37.5,50,150,475,552,650
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,636,95.50,366.43,271.49,40,69,316.31,892.5,"1,026.00","1,291.00"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Alcoholic beverages,A.01.001534,80,12.00,135.35,222.07,0.94,2.68,37.5,660,733,"1,134.00"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Drinking water (water without any additives except,A.01.001573,635,95.30,498.15,399,50,98.45,415.63,"1,206.25","1,513.25","1,925.00"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,"Herbs, spices and condiments",A.01.001580,605,90.80,30.27,28.91,0.74,2.05,22.91,83,110.35,140.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Food for infants and small children,A.01.001715,1,0.20,5,0,5,5,5,5,5,5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Products for special nutritional use,A.01.001748,140,21.00,116.4,143.96,0.37,0.6,85,390,520,652
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,Composite food (including frozen products),A.01.001789,646,97.00,129.8,93.92,19,28.68,107.61,304.75,358.81,444.95
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adolescents,"Snacks, desserts, and other foods",A.01.001877,561,84.20,38.78,31.02,6.25,8.63,29.83,95,124.25,146.75
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Grains and grain-based products,A.01.000001,"1,265",99.90,192.82,94.69,65.25,85.7,180.99,372.5,428.76,477
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,222",96.50,132.38,98.09,10.75,22.67,113.38,318.15,364.25,421.6
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Starchy roots and tubers,A.01.000467,"1,148",90.70,99.06,60.1,22.5,31.25,91.03,199,228.75,277.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,"Legumes, nuts and oilseeds",A.01.000486,849,67.10,45.89,42.3,4.98,7.5,33.75,125.5,153.75,187.75
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Fruit and fruit products,A.01.000544,"1,027",81.10,113.19,104.71,8,18.63,86.75,308.5,403.38,469.05
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Meat and meat products (including edible offal),A.01.000727,"1,196",94.50,97.43,64.14,20,31.25,85.54,210.58,243.65,284
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,709,56.00,46.81,31.61,10,15.75,39.75,106.25,129.08,160.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Milk and dairy products,A.01.000948,"1,246",98.40,199.43,147.21,32.5,51.5,170,471.67,556.75,725.61
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Eggs and egg products,A.01.001252,380,30.00,25.41,47.68,2.68,4.17,16.75,64.13,78.38,101.25
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Sugar and confectionary,A.01.001267,"1,051",83.00,23.45,23.21,0.63,2.5,17,67,82.56,110.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Animal and vegetable fats and oils,A.01.001346,"1,198",94.60,14.2,11.03,1.8,3.38,12,35,40.75,47.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Fruit and vegetable juices,A.01.001394,552,43.60,140.23,152.33,2.5,14.25,100,387.5,512.63,699.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,207",95.30,637.68,427.62,84,139.25,581.75,"1,365.00","1,665.00","1,955.00"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Alcoholic beverages,A.01.001534,744,58.80,475.98,646.39,20.2,43.75,254.75,"1,637.50","2,132.00","2,869.25"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Drinking water (water without any additives except,A.01.001573,"1,199",94.70,765.82,598.65,75,145,642.5,"1,932.48","2,320.00","2,727.50"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,"Herbs, spices and condiments",A.01.001580,"1,150",90.80,33.44,32.77,1.53,3.1,24.71,89.63,124.43,164.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Food for infants and small children,A.01.001715,2,0.20,0.88,0.25,0.7,0.7,0.88,1.05,1.05,1.05
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Products for special nutritional use,A.01.001748,348,27.50,34.18,80.5,0.37,0.56,1.89,250,285,375
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,Composite food (including frozen products),A.01.001789,"1,188",93.80,137.11,101.66,12.4,25,118.16,325,368.63,492.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Adults,"Snacks, desserts, and other foods",A.01.001877,796,62.90,27.1,23.62,5.25,6.25,19.25,75,90.48,110
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Grains and grain-based products,A.01.000001,166,100.00,192.85,97.41,65.93,84.95,179.37,370.48,439.63,497.55
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,161,97.00,161.79,98.78,37.25,47.5,134.99,353,380,481.24
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Starchy roots and tubers,A.01.000467,155,93.40,106.93,56.03,25,40,99.38,210,221.25,232.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,"Legumes, nuts and oilseeds",A.01.000486,115,69.30,42.62,39.17,5.2,7.59,30,129.75,160.6,183.75
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Fruit and fruit products,A.01.000544,147,88.60,145.71,115.15,20,25,119.64,389.5,415.76,535.26
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Meat and meat products (including edible offal),A.01.000727,159,95.80,84.34,51.15,22.06,29.23,80.48,168,196.65,247.15
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,123,74.10,51.25,32.87,11.25,17.78,45,105.5,134.85,185.38
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Milk and dairy products,A.01.000948,163,98.20,252.24,155.85,59.2,75,249,515,615.29,788
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Eggs and egg products,A.01.001252,83,50.00,21.21,15,2.35,4.48,16.75,50.25,56.05,67
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Sugar and confectionary,A.01.001267,116,69.90,20.32,19.3,0.49,1.7,15.14,57.25,67.5,79.92
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Animal and vegetable fats and oils,A.01.001346,159,95.80,17.73,12.66,2.5,3.75,15.03,40,55.39,65.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Fruit and vegetable juices,A.01.001394,69,41.60,111.4,100.65,1.35,2.5,96.25,300,450,475
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,156,94.00,690.3,469.82,59,127.5,604.38,"1,704.00","1,980.50","2,055.00"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Alcoholic beverages,A.01.001534,84,50.60,369.01,443.1,30.5,31.25,194.03,"1,134.00","1,701.00","2,268.00"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Drinking water (water without any additives except,A.01.001573,158,95.20,641.89,510.92,97.5,120,518.75,"1,622.50","2,113.25","2,577.95"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,"Herbs, spices and condiments",A.01.001580,146,88.00,26.89,25.34,1,2,20.98,74,98.35,133.63
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Products for special nutritional use,A.01.001748,69,41.60,6.4,16.49,0.65,0.9,1.7,31.5,72.45,106
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,Composite food (including frozen products),A.01.001789,149,89.80,117.59,98.87,8.45,18.75,93.78,332.94,395,433.25
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Elderly,"Snacks, desserts, and other foods",A.01.001877,89,53.60,29.08,23.6,3.13,6.25,23.76,75,98.75,120
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Grains and grain-based products,A.01.000001,139,100.00,174.14,78.63,64,76.67,164.5,310.43,342.88,349.31
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,133,95.70,124.41,77.57,17.5,37.25,107.73,272,323.28,326.53
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Starchy roots and tubers,A.01.000467,129,92.80,103.37,58.43,22,32.5,93.75,216.85,250.13,265.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,97,69.80,30.73,26.61,4.95,7.5,22.5,89.25,103.75,130
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Fruit and fruit products,A.01.000544,128,92.10,112.83,90.27,14,21.75,97.65,331.55,352.75,414
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Meat and meat products (including edible offal),A.01.000727,127,91.40,74.31,40.16,21.25,27.85,72.75,146.75,161.15,173.85
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,100,71.90,46.97,27.27,12,19.2,39.06,101.5,112.5,122.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Milk and dairy products,A.01.000948,139,100.00,266.44,155.53,60,92.5,247.5,649.5,685,735.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Eggs and egg products,A.01.001252,58,41.70,20.37,13.68,4.2,5.18,15.89,58.93,62,64.5
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Sugar and confectionary,A.01.001267,107,77.00,21.3,22.41,1.13,1.25,15,71.58,93.75,95
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Animal and vegetable fats and oils,A.01.001346,133,95.70,18.25,12.92,3.75,6,15.48,40.43,44.73,68.33
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Fruit and vegetable juices,A.01.001394,54,38.80,154.13,108.1,13,27.5,133.5,390.5,400,422
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,133,95.70,651.26,427.24,87.5,190.75,596,"1,329.12","1,448.75","1,669.50"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Alcoholic beverages,A.01.001534,63,45.30,245.77,325.73,21,25,134.75,771.38,"1,134.00","2,073.75"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Drinking water (water without any additives except,A.01.001573,131,94.20,539.84,417.6,75,111.25,447.5,"1,420.25","1,651.24","1,712.06"
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,"Herbs, spices and condiments",A.01.001580,106,76.30,28.86,30.98,0.38,2.5,18.84,104.25,114.25,118.38
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Products for special nutritional use,A.01.001748,48,34.50,17.75,54.41,0.45,0.9,2.2,125.9,225,275.2
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,Composite food (including frozen products),A.01.001789,132,95.00,129.21,99.42,9.63,32.5,106.81,320.75,342.25,470.13
United Kingdom,National Diet and Nutrition Survey - Years 1-3,Very elderly,"Snacks, desserts, and other foods",A.01.001877,74,53.20,45.86,47.68,3.13,6.25,34.38,108.75,165,327.5
Hungary,National Repr Surv,Adults,Grains and grain-based products,A.01.000001,"1,074",100.00,240.17,89.57,106.75,135,231,399.83,431.33,478.07
Hungary,National Repr Surv,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,072",99.80,154.97,86.57,35.83,51.5,142.08,310,355.93,419
Hungary,National Repr Surv,Adults,Starchy roots and tubers,A.01.000467,912,84.90,127.76,71.35,25,50,110,250,291.67,333.33
Hungary,National Repr Surv,Adults,"Legumes, nuts and oilseeds",A.01.000486,849,79.10,27.92,27.41,1.67,3.33,20,83.33,103.33,123
Hungary,National Repr Surv,Adults,Fruit and fruit products,A.01.000544,956,89.00,202.76,158.06,16.67,43.33,170.75,485,566.67,689.33
Hungary,National Repr Surv,Adults,Meat and meat products (including edible offal),A.01.000727,"1,071",99.70,186.19,91.08,68.67,85,171.67,350,405,491.67
Hungary,National Repr Surv,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,137,12.80,68.92,42.48,20,26.67,50,150,200,213.33
Hungary,National Repr Surv,Adults,Milk and dairy products,A.01.000948,"1,067",99.30,261.77,199.59,30.27,50,226.67,618.33,744.67,943.33
Hungary,National Repr Surv,Adults,Eggs and egg products,A.01.001252,"1,044",97.20,27.13,24.25,2.67,4.27,19.33,74,90,117.6
Hungary,National Repr Surv,Adults,Sugar and confectionary,A.01.001267,"1,042",97.00,32.01,24.84,3.33,6.67,26.67,77.67,91.67,107
Hungary,National Repr Surv,Adults,Animal and vegetable fats and oils,A.01.001346,"1,074",100.00,45.6,26.64,20.33,24.13,42.13,78.73,87.17,102.33
Hungary,National Repr Surv,Adults,Fruit and vegetable juices,A.01.001394,617,57.40,72.38,109.16,3.33,3.33,15,333.33,400,473.33
Hungary,National Repr Surv,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,989,92.10,335.91,279.36,50,83.33,266.67,850,"1,000.00","1,266.67"
Hungary,National Repr Surv,Adults,Alcoholic beverages,A.01.001534,297,27.70,254.33,265.31,16.67,33.33,166.67,835,"1,000.00","1,266.67"
Hungary,National Repr Surv,Adults,Drinking water (water without any additives except,A.01.001573,447,41.60,331.49,285.74,66.67,66.67,233.33,843.33,"1,033.33","1,366.67"
Hungary,National Repr Surv,Adults,"Herbs, spices and condiments",A.01.001580,"1,074",100.00,16.43,10.95,5.83,7.12,13.53,37.1,45.83,61.49
Hungary,National Repr Surv,Adults,Food for infants and small children,A.01.001715,1,0.10,266.67,0,266.67,266.67,266.67,266.67,266.67,266.67
Hungary,National Repr Surv,Adults,Composite food (including frozen products),A.01.001789,147,13.70,36.03,48.99,3.33,3.33,13.33,133.33,166.67,200
Hungary,National Repr Surv,Adults,"Snacks, desserts, and other foods",A.01.001877,64,6.00,30.84,18.32,6.67,10,33.33,66.67,83.33,86.67
Hungary,National Repr Surv,Elderly,Grains and grain-based products,A.01.000001,206,100.00,232.01,71.03,134.33,148,226.33,366.89,402.67,441.67
Hungary,National Repr Surv,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,206,100.00,166.36,135.44,40.67,58.33,151.85,327.33,346.33,388.67
Hungary,National Repr Surv,Elderly,Starchy roots and tubers,A.01.000467,179,86.90,119.95,68.15,33.33,50,103.33,250,270,300
Hungary,National Repr Surv,Elderly,"Legumes, nuts and oilseeds",A.01.000486,172,83.50,25.54,25.65,1.67,2,20,69.67,88.33,140
Hungary,National Repr Surv,Elderly,Fruit and fruit products,A.01.000544,197,95.60,220.02,144.57,34.17,51.67,184.67,516.67,603.33,651
Hungary,National Repr Surv,Elderly,Meat and meat products (including edible offal),A.01.000727,205,99.50,154.9,74.5,53,71.67,143.33,328.33,343.33,371.67
Hungary,National Repr Surv,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,20,9.70,56.62,39.02,0.67,13.33,50,116.67,150,150
Hungary,National Repr Surv,Elderly,Milk and dairy products,A.01.000948,206,100.00,278.06,195.94,39.33,66.67,253.63,608.67,730,"1,043.33"
Hungary,National Repr Surv,Elderly,Eggs and egg products,A.01.001252,196,95.10,23.52,19.79,2,4,17.33,62.87,73,90
Hungary,National Repr Surv,Elderly,Sugar and confectionary,A.01.001267,197,95.60,25.05,19.48,4.33,6.33,21,61,79,103
Hungary,National Repr Surv,Elderly,Animal and vegetable fats and oils,A.01.001346,206,100.00,41.77,16.63,24,25.07,38.33,68.97,78.67,95.33
Hungary,National Repr Surv,Elderly,Fruit and vegetable juices,A.01.001394,106,51.50,39.52,75.28,3.33,3.33,6.67,169.67,200,318.33
Hungary,National Repr Surv,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,188,91.30,251.27,177.64,50,83.33,216.67,600,700,800
Hungary,National Repr Surv,Elderly,Alcoholic beverages,A.01.001534,60,29.10,198.33,225.78,33.33,33.33,133.33,500,666.67,"1,500.00"
Hungary,National Repr Surv,Elderly,Drinking water (water without any additives except,A.01.001573,76,36.90,332.68,333.86,66.67,66.67,216.67,"1,066.67","1,500.00","2,000.00"
Hungary,National Repr Surv,Elderly,"Herbs, spices and condiments",A.01.001580,206,100.00,13.59,14.96,6.33,7.07,11.53,24.13,28.71,39.52
Hungary,National Repr Surv,Elderly,Composite food (including frozen products),A.01.001789,38,18.40,27.71,41.01,2,3.33,6.83,133.33,166.67,166.67
Hungary,National Repr Surv,Elderly,"Snacks, desserts, and other foods",A.01.001877,6,2.90,43.33,14.91,26.67,26.67,41.67,66.67,66.67,66.67
Hungary,National Repr Surv,Very elderly,Grains and grain-based products,A.01.000001,80,100.00,238.71,77.08,137.5,147.33,223.42,378,421.42,481.67
Hungary,National Repr Surv,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,80,100.00,147.11,67.51,49.83,58.67,141,247.83,309,363.33
Hungary,National Repr Surv,Very elderly,Starchy roots and tubers,A.01.000467,73,91.30,124.82,69.7,20,50,100,266.67,293.33,350
Hungary,National Repr Surv,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,67,83.80,22.23,20.72,1.67,1.67,16.67,66.67,69.17,83.33
Hungary,National Repr Surv,Very elderly,Fruit and fruit products,A.01.000544,74,92.50,216.2,138.32,20,35,191.72,433.33,500,633.33
Hungary,National Repr Surv,Very elderly,Meat and meat products (including edible offal),A.01.000727,79,98.80,149.61,64.29,56.67,79.33,138.33,274.33,314,386.67
Hungary,National Repr Surv,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,7,8.80,59.76,49.35,10,10,50,150,150,150
Hungary,National Repr Surv,Very elderly,Milk and dairy products,A.01.000948,79,98.80,256.47,179.37,20,53.33,237,570.27,680.83,886.67
Hungary,National Repr Surv,Very elderly,Eggs and egg products,A.01.001252,79,98.80,21.46,18.65,2.67,4.67,16.67,58,72.67,110
Hungary,National Repr Surv,Very elderly,Sugar and confectionary,A.01.001267,78,97.50,28.53,25.54,1.67,7.67,25.58,54.33,65.7,199.33
Hungary,National Repr Surv,Very elderly,Animal and vegetable fats and oils,A.01.001346,80,100.00,43.4,17.91,16.67,22.33,42.43,69.5,85.4,115.33
Hungary,National Repr Surv,Very elderly,Fruit and vegetable juices,A.01.001394,41,51.30,29.07,52.16,3.33,3.33,6.67,113.33,203.33,216.67
Hungary,National Repr Surv,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,68,85.00,296.72,171.46,66.67,100,300,583.33,816.67,950
Hungary,National Repr Surv,Very elderly,Alcoholic beverages,A.01.001534,23,28.80,155.8,123.17,33.33,33.33,133.33,343.33,433.33,433.33
